categoryid,categoryname,parentcategoryid,categoryurl,ispublic,categoryintroduction,title,metadescription
3593,"Mix för Chokladkaka",57,mix-for-chokladkaka,1,,,
3594,"Kardemumma Mald",1815,kardemumma-mald,1,,,
3595,"Mix för Sockerkaka",57,mix-for-sockerkaka,1,,,
3596,"Extra Fint Vetemjöl",708,extra-fint-vetemjol,1,,,
3597,"Mix för Pepparkaka",57,mix-for-pepparkaka,1,,,
3598,Kärnvetemjöl,708,karnvetemjol,1,,,
3599,"Mix för Morotskaka",57,mix-for-morotskaka,1,NULL,NULL,NULL
3600,"Mix för Petits Choux",57,mix-for-petits-choux,1,,,
3601,Fullkornsråg,1044,fullkornsrag,1,NULL,NULL,NULL
3603,"Grillkrydda Citrus",1825,grillkrydda-citrus,1,,,
3604,"Woksås Lime",1154,woksas-lime,1,,,
3605,"Lime Pepper Krydda",5557,lime-pepper-krydda,1,,,
3606,"Tacoskal Tubs",2428,tacoskal-tubs,1,,,
3607,"Chunky Salsa Hot",1698,chunky-salsa-hot,1,,,
3608,"Chunky Salsa Mild",1698,chunky-salsa-mild,1,,,
3609,"BBQ-krydda Sweet Heat",3845,bbq-krydda-sweet-heat,1,NULL,NULL,NULL
3610,"Fajita Spice Mix Cilant&Lime",1699,fajita-spice-mix-cilantolime,1,NULL,NULL,NULL
3611,"Tortilla Chili & Jalapeno",1697,tortilla-chili-o-jalapeno,1,NULL,NULL,NULL
3612,"Yellow Chili",1276,yellow-chili,1,,,
3613,"Tacoskal Tubs Mini",3606,tacoskal-tubs-mini,1,,,
3614,Chipotlepasta,4538,chipotlepasta,1,,,
3615,"Taco Kryddmix Smoked Chili & Garlic",1699,taco-kryddmix-smoked-chili-o-garlic,1,,,
3616,"Tortilla Tomater & Örter",1697,tortilla-tomater-o-orter,1,NULL,NULL,NULL
3617,"Röd Jalapeno",1700,rod-jalapeno,1,,,
3618,"Tortilla Whole Wheat",1697,tortilla-whole-wheat,1,,,
3619,"Cheddarost i Skivor",3919,cheddarost-i-skivor,1,,,
3620,"Grillkrydda Vitlök",1825,grillkrydda-vitlok,1,,,
3621,"Glaze Chili",3719,glaze-chili,1,,,
3622,"Mango Curry",1274,mango-curry,1,,,
3623,"Pitabröd Mexicana",2445,pitabrod-mexicana,1,,,
3624,"Glaze Ananas",3719,glaze-ananas,1,,,
3625,"Kanel Hel",1277,kanel-hel,1,,,
3626,"Mynta - torkad",5566,mynta---torkad,1,,,
3628,"BBQ Krydda",1825,bbq-krydda,1,,,
3629,"Tzatziki Såsmix",2104,tzatziki-sasmix,1,,,
3630,"Black Pepper Sås",200,black-pepper-sas,1,NULL,NULL,NULL
3631,"Cacao Chili Krydda",180,cacao-chili-krydda,1,,,
3632,"Chili & Lime Krydda",180,chili-o-lime-krydda,1,,,
3633,"Svartpeppar Hel",2594,svartpeppar-hel,1,,,
3634,"Mango & Chili Såsmix",200,mango-o-chili-sasmix,1,,,
3635,"Salt Rock and Sea",44,salt-rock-and-sea,1,,,
3636,"Green Chili",3009,green-chili,1,,,
3638,"Grillkrydda Honung",1825,grillkrydda-honung,1,,,
3639,Fisksås,200,fisksas,1,,,
3640,Wasabi,5715,wasabi,1,,,
3641,Wasabipulver,3640,wasabipulver,1,NULL,NULL,NULL
3642,"Mineral Salt Rock",1701,mineral-salt-rock,1,,,
3645,"Triple Pepper",5557,triple-pepper,1,,,
3646,"Pasta Basilico Krydda",3844,pasta-basilico-krydda,1,NULL,NULL,NULL
3647,"Sweet Red Chili Salsa",1912,sweet-red-chili-salsa,1,NULL,NULL,NULL
3648,"Pico de Gallo Kryddmix",1699,pico-de-gallo-kryddmix,1,,,
3649,"Grillolja Allround",3720,grillolja-allround,1,,,
3650,"Grön Jalapeno",1700,gron-jalapeno,1,,,
3651,"Örtmarinerad Vitlök",3004,ortmarinerad-vitlok,1,NULL,NULL,NULL
3652,"Curry Extra Stark",1274,curry-extra-stark,1,,,
3653,"Woknoodles - färdiga",351,woknoodles---fardiga,1,,,
3654,"woksås Röd Curry",1154,woksas-rod-curry,1,,,
3655,"Makaroner Fullkorn",1446,makaroner-fullkorn,1,,,
3656,"Woksås Phad Thai",1154,woksas-phad-thai,1,,,
3657,"Koriander - torkad",1853,koriander---torkad,1,,,
3659,"Taco Kryddmix - Veg",1699,taco-kryddmix---veg,1,,,
3660,Mathavre,3050,mathavre,1,,,
3661,"Nejlikor Malda",1818,nejlikor-malda,1,,,
3662,"Kryddmix Bulgur",4399,kryddmix-bulgur,1,NULL,NULL,NULL
3663,"Tortilla - Små",1697,tortilla---sma,1,,,
3665,"Kryddmix Tikka Masala",4374,kryddmix-tikka-masala,1,,,
3666,"Ört & Vitlökssås",200,ort-o-vitlokssas,1,NULL,NULL,NULL
3667,"Grillolja Citrus",3720,grillolja-citrus,1,,,
3670,"Creme Fraiche Kantarell & Cognac",2773,creme-fraiche-kantarell-o-cognac,1,,,
3671,"Creme Fraiche Fetaost & Tomat",2773,creme-fraiche-fetaost-o-tomat,1,,,
3672,"Creme Fraiche Senap/Scharlottenlök",2773,creme-fraiche-senapscharlottenlok,1,,,
3673,"Salta Pinnar",39,salta-pinnar,1,"Klassiskt snacks som det är svårt att sluta äta från då man väl börjat. Här finns bland annat ekologiska salta pinnar för den som vill ha det.",,
3674,Risdryck,511,risdryck,1,"Naturell, choklad eller kokosnöt - risdryck finns i många olika alternativ. Vill du ha ekologisk risdryck så har vi naturligtvis även detta. Här ser du hela vårt sortiment med risdryck.",,
3675,"Creme Fraiche Vitlök",2773,creme-fraiche-vitlok,1,,,
3676,Plommonmarmelad,257,plommonmarmelad,1,NULL,NULL,NULL
3677,Päronmarmelad,257,paronmarmelad,1,,,
3678,Gojibär,188,gojibar,1,,,
3679,Gösfile,502,gosfile,1,NULL,NULL,NULL
3680,Tilapia,502,tilapia,1,NULL,NULL,NULL
3681,Risotto,2005,risotto,1,,,
3682,"Essanser till Kolsyremaskin",446,essanser-till-kolsyremaskin,1,,,
3683,Kikärtsmjöl,41,kikartsmjol,1,,,
3684,Nyponmarmelad,257,nyponmarmelad,1,NULL,NULL,NULL
3685,Kardemummakärnor,1815,kardemummakarnor,1,,,
3686,Madeiravin,3419,madeiravin,1,,,
3687,Pecorinoost,64,pecorinoost,1,,,
3688,Marulk,502,marulk,1,NULL,NULL,NULL
3689,Röding,502,roding,1,"Rödingen är en laxfisk som precis som laxen går alldeles utmärkt att variera och tillaga på flera olika sätt. Gravad, ugnsbakad, grillad eller stekt - välj själv och du har snart en smarrig fisk att ställa fram på middagsbordet.",,
3690,Rödtunga,502,rodtunga,1,NULL,NULL,NULL
3691,"Drinkmix Margarita",3097,drinkmix-margarita,1,,,
3692,Regnbågslax,83,regnbagslax,1,,,
3694,Savoykål,158,savoykal,1,,,
3695,"Katrinplommon Urkärnade",1102,katrinplommon-urkarnade,1,,,
3696,Belugalinser,2001,belugalinser,1,,,
3697,Kamut,3050,kamut,1,,,
3698,Sylt,3821,sylt,1,,,
3700,Drottningsylt,3698,drottningsylt,1,,,
3701,Köttbullar,4693,kottbullar,1,"Färdiga köttbullar är aldrig fel att ha hemma i frys eller kyl. Stek upp med lite smör och du kan lura vem som helst att köttbullarna är hemmagjorda! En brunsås, potatis eller pasta är gott till, om du nu inte planerar att göra en klassisk köttbullemacka.",,
3702,"Köttbullar i Gräddsås",3701,kottbullar-i-graddsas,1,,,
3703,Muscovadosocker,387,muscovadosocker,1,,,
3704,Gelesocker,387,gelesocker,1,,,
3705,Kandisocker,387,kandisocker,1,NULL,NULL,NULL
3706,Cheddarmix,447,cheddarmix,1,NULL,NULL,NULL
3708,"Taco Kryddmix Original",1699,taco-kryddmix-original,1,,,
3709,"Taco Bordskrydda",3846,taco-bordskrydda,1,NULL,NULL,NULL
3710,Engångsbestick,28,engangsbestick,1,"Engångsbestick är riktigt praktiskt om det är många som ska äta eller om ni ska på picknick. Enkelt att packa med sig och ingen disk efteråt! Här finns både mindre och större förpackningar att välja mellan.",,
3711,"Rött Råris",1998,rott-raris,1,,,
3712,Buljong,396,buljong,1,,,
3713,Fonder,396,fonder,1,,,
3714,"Chilisås Original",377,chilisas-original,1,,,
3715,"Chilisås Het",377,chilisas-het,1,,,
3716,"Chilisås Ingefära",377,chilisas-ingefara,1,NULL,NULL,NULL
3717,"Chilisås Vitlök",377,chilisas-vitlok,1,NULL,NULL,NULL
3718,"Chilisås Mango/Ananas",377,chilisas-mangoananas,1,NULL,NULL,NULL
3719,Glaze,544,glaze,1,NULL,NULL,NULL
3720,Grillolja,544,grillolja,1,,,
3721,"Honungs Glaze",3719,honungs-glaze,1,,,
3722,"Honungs Glaze BBQ",3721,honungs-glaze-bbq,1,NULL,NULL,NULL
3723,"Honungs Glaze Ingefära/Citron",3721,honungs-glaze-ingefaracitron,1,NULL,NULL,NULL
3724,"Honungs Glaze Timjan",3721,honungs-glaze-timjan,1,NULL,NULL,NULL
3725,"Musslor i Lake",1220,musslor-i-lake,1,,,
3726,"Musslor Färska",1220,musslor-farska,1,,,
3727,"Musslor Frysta",1220,musslor-frysta,1,,,
3728,"Musslor i Olja",1220,musslor-i-olja,1,,,
3729,Drickabackar,6096,drickabackar,1,"En helback med vatten är alltid praktiskt att ha hemma, speciellt vid högtider då vi enkelt vill ha något tillhands. Välj bland drycker som Ramlösa och Loka.",,
3730,Påskmust,3173,paskmust,1,,,
3731,Chokladsticks,1041,chokladsticks,1,,,
3733,"Chorizo Pålägg",4682,chorizo-palagg,1,,,
3734,"Kalkon Pålägg",4682,kalkon-palagg,1,,,
3735,"Lufttorkad Skinka",4683,lufttorkad-skinka,1,,,
3736,"Rostbiff Pålägg",4682,rostbiff-palagg,1,,,
3737,"Grillad Kyckling Pålägg",4682,grillad-kyckling-palagg,1,,,
3739,Spetskål,158,spetskal,1,,,
3740,Klädvårdsrulle,3971,kladvardsrulle,1,,,
3741,"Veckans Meny",3,veckans-meny,1,NULL,NULL,NULL
3742,"Frukt till Smoothie",3226,frukt-till-smoothie,1,"Smidiga förpackningar som är perfekt när du vill göra dig en nyttig och mättande smoothie. Välj bland flera olika smaker och köp hem så att det räcker till mängder av frukost- eller mellanmålssmoothies, supergott!",,
3743,"Grill, Ved & Tändare",22,grill--ved-o-tandare,1,"Allt du behöver inför grillsäsongen! Ved, tändare, briketter, tändvätska - ja, här finns allt för dig som är sugen på att starta igång grillen. Komplettera endast med marinad, kött och grönsaker från våra andra avdelningar så kan du snart börja bjuda in till grillfest.",,
3745,Superfood,3,superfood,1,NULL,NULL,NULL
3747,Alger,6120,alger,1,,,
3748,Gojigröt,455,gojigrot,1,NULL,NULL,NULL
3749,"Svart Råris",1998,svart-raris,1,,,
3750,Böcker,5518,bocker,1,"Njut av böcker inom olika genrer, här kan sortimentet variera så att du alltid hittar något nytt att läsa eller att ge bort i present till någon.",,
3751,"Ingefära Malen",819,ingefara-malen,1,,,
3753,"Cashewnötter Naturella",6123,cashewnotter-naturella,1,,,
3754,"Cashewnötter Saltade",4730,cashewnotter-saltade,1,"Köp hem cashewnötter, lika gott att ta en näve då man är sugen som att använda vid matlagning. Här finns både större och mindre förpackningar samt ekologiska alternativ för den som vill ha det.",,
3755,"Cashewnötter Smaksatta",4730,cashewnotter-smaksatta,1,"Smaksatta cashewnötter som ger en god och lite annorlunda smak än den naturella varianten. Testa något nytt till fredagsmyset genom att beställa hem en ny spännande smak på cashewnötter.",,
3756,Jordgubbar,75,jordgubbar,1,,,
3757,"Bladpersilja - färsk",2643,bladpersilja---farsk,1,,,
3758,"Färsk Chili",3009,farsk-chili,1,,,
3760,Klyftpotatis,46,klyftpotatis,1,,,
3761,Gratängpotatis,46,gratangpotatis,1,NULL,NULL,NULL
3762,"Potatis för Mos",46,potatis-for-mos,1,,,
3763,"Potatis Amandine",46,potatis-amandine,1,,,
3764,Svärdfisk,502,svardfisk,1,NULL,NULL,NULL
3765,"Rawfood Kex",242,rawfood-kex,1,,,
3766,Shoyu,1362,shoyu,1,,,
3767,"Vanliga morötter",175,farska-morotter,1,,,
3768,"Konserverade Morötter",5347,konserverade-morotter,1,,,
3769,"Frysta Morötter",175,frysta-morotter,1,,,
3770,"Sambal Badjak",346,sambal-badjak,1,NULL,NULL,NULL
3772,"Rabarber Färska",184,rabarber-farska,1,,,
3773,"Rabarber Frysta",184,rabarber-frysta,1,NULL,NULL,NULL
3775,Vitlöksstänger,623,vitloksstanger,1,,,
3776,Sparrispotatis,834,sparrispotatis,1,,,
3778,"Mineralvatten Mango",3181,mineralvatten-mango,1,,,
3779,"Sojadryck Naturell",511,sojadryck-naturell,1,"Naturell sojadryck är en bra ersättare till vanlig mjölk och passar alldeles utmärkt att dricka som den är, att ha i gröten eller till en mättade och smakrik smoothie.",,
3780,"Creme Fraiche Äpple/Pepparrot",2773,creme-fraiche-applepepparrot,1,,,
3781,"Sojadryck Smaksatt",511,sojadryck-smaksatt,1,"Sojadryck med chokladsmak - en riktigt god dryck som vi gärna tar påfyllning av! Köp en stor förpackning eller i festisvariant som är enkel att ta med på till exempel en picknick.",,
3782,"Torr Marinad",327,torr-marinad,1,,,
3783,"Hushållsfärg Blå",1618,hushallsfarg-bla,1,,,
3784,"Dressing Soltorkade Tomater",105,dressing-soltorkade-tomater,1,NULL,NULL,NULL
3785,Kalvsylta,120,kalvsylta,1,"Kalvsylta är lika gott på julbordet som en varm sommardag då man bara vill äta något kallt. Här hittar du vårt sortiment med kalvsylta från olika leverantörer.",,
3786,"Böckling Halvfabrikat",404,bockling-halvfabrikat,1,NULL,NULL,NULL
3787,Knipplök,168,knipplok,1,NULL,NULL,NULL
3788,"Färska Bönor",4782,farska-bonor,1,,,
3789,Vaxbönor,3788,vaxbonor,1,,,
3790,Brytbönor,3788,brytbonor,1,,,
3791,Hjortstek,3317,hjortstek,1,NULL,NULL,NULL
3792,Älgstek,626,algstek,1,,,
3794,Älggrytbitar,626,alggrytbitar,1,,,
3795,Renstek,627,renstek,1,NULL,NULL,NULL
3797,Skärgårdssill,441,skargardssill,1,,,
3798,"Inlagd Sill",441,inlagd-sill,1,,,
3799,Lingonsill,441,lingonsill,1,NULL,NULL,NULL
3800,"Ansjoviskryddad Sill",441,ansjoviskryddad-sill,1,NULL,NULL,NULL
3801,Brännvinssill,441,brannvinssill,1,,,
3802,Currysill,441,currysill,1,,,
3803,Saffranssill,441,saffranssill,1,NULL,NULL,NULL
3804,Caesarsallad,2197,ceasarsallad,1,,,
3806,"Tårtor, Eget Bageri",210,tartor--eget-bageri,1,"Färska tårtor som är både vackra och smakar delikat! Hitta din favorit bland prinsesstårtor, chokladtårtor och mycket annat. Du kan även välja antal bitar du vill ha, här finns både större och mindre tårtor.",,
3807,Bröd,15,brod,1,"Välj bland flera olika smakrika brödsorter, här finns allt från ljust bröd och surdegsbröd till nybakta småfrallor och mycket annat. 
Lika gott till frukosten som till kvällsfikat! Här kan du bland annat välja mellan glutenfritt, nyckelhålsmärkt och ekologiska produkter.",,
3808,"Kex & Tilltugg",15,kex-o-tilltugg,1,"För dig som inte bara vill ha söta alternativ finns här salta kex och mättande tilltugg att välja bland. Här finns inte bara glutenfria alternativ utan även ekologiska och laktosfria för den som föredrar det.",,
3810,Läsk,13,vatten--lask-o-ol,1,"Smidiga familjepack, kylskåpsanpassade förpackningar eller enstaka läskburkar och flaskor - här finns allt inom läsk! Hitta din favorit bland Sprite, Fanta, Coca-Cola och massor av andra smaker.",,
3812,"Sill, Ansjovis & Sardiner",18,sill--ansjovis-o-sardiner,1,"Här kan du frossa bland alla våra läckra sill-, ansjovis- och sardinprodukter! Gör egen sill och lägg in eller köp färdig sill i smaker som du tycker om. Du hittar alltså det mesta inom sill, ansjovis och sardiner här på sidan.",,
3813,Godis,14,godis--choklad-o-lakrits,1,"Godis i alla de former, färger och smaker. Här kan du välja mellan klassiska godispåsar, köp en färdigblandad påse med lösviktsgodis eller helt enkelt beställa hem flera kilo av din egen favoritsort! Frossa loss bland allt vårt godis, choklad och lakrits.",,
3814,"Blommor & Växter",22,blommor-o-vaxter,1,"Frossa bland underbara växter, krukor, frön, växtnäring och många andra varor. Här finns det mesta som kan behövas då det är dags att pynta eller plantera lite där hemma.",,
3816,"Cottage cheese & kvarg",19,kesella-o-keso,1,"Med Cottage cheese och kvarg i kylen kan du göra massor! Bland med färska bär eller frukt, gör en lite magrare dipp eller blanda i en härlig sallad. Både Cottage cheese och kvarg finns i en mängd olika varianter, hitta din favorit eller testa något nytt!",,
3817,"Grädde & Creme Fraiche",19,gradde-o-creme-fraiche,1,"Grädde och crème fraiche är riktigt användbara produkter då det kommer till både matlagning och bakning. Här finns allt från ekologiska och glutenfria produkter till smaksatt crème fraiche och havregrädde.",,
3818,"Ägg & Jäst",19,agg-o-jast,1,"Missa inte äggen och jästen till bakningen! Eller äggen till omelett, till frukosten eller vad än du är sugen på - ägg är en suverän produkt att ha hemma!",,
3819,Konserver,5,konserver-o-burkar,1,,,
3820,Soppgrönsaker,486,soppgronsaker,1,,,
3821,"Sylt & Socker",5,socker--sirap-o-honung,1,,,
3822,"Fest & Kalas",28,kalas,1,"Ballonger, serpentiner och sugrör - här finns allt du behöver för att kunna duka upp till ett riktigt kalas! Låt barnen vara med och välja så blir det extra roligt, och glöm inte att beställa hem tårta, fika, saft och givetvis servetter samtidigt.",,
3823,"Smörgåstårta & Mackor",5428,smorgastarta-o-mackor,1,"Färsk smörgåstårta med ljuvliga smaker från allt pålägg! Här hittar du både större och mindre smörgåstårtor samt färdiga mackor som passar utmärkt att ha med på lunch eller till picknicken. Välj mellan flera olika smaker.",,
3825,"Färska Kräftor",608,farska-kraftor,1,,,
3826,"Senap & Ketchup",5,senap--ketchup-mm,1,,,
3829,"Kryddor & Örter",4,kryddor,1,,,
3831,"Hälsa & Träning",4856,halsokost,1,"Vitaminer, mineraler eller kosttillskott? Här finns allt man kan önska inom hälsokost. Boosta kroppen med vitaminer eller kosttillskott, välj bland flera olika sorter. Här finns även praktiska bra-att-ha-varor som näsdukar, plåster och rakartiklar.",,"Köp hälsokost i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
3832,Vörtbröd,571,vortbrod,1,,,
3834,"Limebasilika - färsk",4823,limebasilika---farsk,1,,,
3835,Thaibasilika,4823,thaibasilika---farsk,1,"Shoppa loss bland vår härliga thaibasilika! Thaibasilika har smak som liknar anis och används ofta i både det vietnamesiska och thailändska köket vid tillagning av exempelvis soppor och sallader.",,
3836,Miso,4800,miso,1,,,
3837,Wasabikrydda,3846,wasabikrydda,1,NULL,NULL,NULL
3844,"Kryddor N-P",180,kryddor-n-p,1,,,
3845,"Kryddor R-S",180,kryddor-r-s,1,,,
3846,"Kryddor T-Ö",180,kryddor-t-o,1,,,
3847,"Svenska Äpplen",163,svenska-applen,1,,,
3848,Pumpa,3227,pumpor,1,"Pumpa är inte bara ett roligt inslag under Halloween, det är också en riktigt god ingrediens i paj, sallad eller i en gryta. Butternutpumpan är dessutom riktigt god att lägga på grillen! Här hittar du vårt sortiment med pumpa.",,
3849,Julmust,3173,julmust,1,,,
3850,Cateringpaket,5428,cateringpaket,1,,,
3851,"Äppelmos & Gelé",3821,gele,1,,,
3852,"Gelé Rönnbär",3851,gele-ronnbar,1,NULL,NULL,NULL
3853,"Gelé Äppel",3851,gele-appel,1,,,
3855,"Blandad Frukt",12,blandad-frukt,1,,,
3856,Matkasse,NULL,matkasse,1,,,
3857,Sallader,3293,sallader,1,"Färdighackad och sköljd sallad som du enkelt kan blanda ihop med valfria ingredienser och snabbt ha en sallad att mumsa i dig till lunch eller som ett smakrikt tillbehör till middagen. Vill du ha ekologiskt finns naturligtvis även detta.",,
3858,"A-fil - naturell",4750,a-fil---naturell,1,,,
3859,"Potatis Cherie",46,potatis-cherie,1,,,
3860,Glykossirap,243,glykossirap,1,,,
3861,"Körvel - färsk",1855,korvel---farsk,1,,,
3862,"Kapris, Hel",1586,kapris--hel,1,,,
3863,"Nya Artiklar",3,nya-artiklar,1,,,
3864,Glögg,446,glogg,1,"Glögg finns i flera olika goda smaker, riktigt gott året om men främst dricker vi detta kring jul. Mandel, russin eller som den är - det är upp till var och en, värmande och gott är det likafullt!",,
3865,Pepparkaksdeg,211,pepparkaksdeg,1,,,
3866,Lutfisk,502,lutfisk,1,NULL,NULL,NULL
3869,Julvaror,3,julvaror,0,"Upptäck hur lätt det är att handla julvaror på MatHem. I denna kategori finns ett stort urval av kvalitativt sortiment av <a href=""/varor/juldryck"">juldryck</a>, <a href=""/varor/julgodis"">julgodis</a> och <a href=""/varor/julmat"">julmat</a>. Här hittar du säkert fina julvaror till rätta priser och möjligheter att få allt levererat direkt till din dörr. Det går att välja mellan följande produkter.","Julvaror - Handla online julvaror på nätet | MatHem.se","På MatHem.se beställer du dina julvaror på nätet. Snabba hemleveranser av julvaror, som passar till hela familjen."
3870,Juldryck,3869,juldryck,1,,,
3871,Festtillbehör,3822,festtillbehor,1,,,
3872,Julvört,3832,julvort,1,,,
3873,Grönkål,158,gronkal,1,,,
3874,"Strömmingsfile Färsk",151,strommingsfile-farsk,1,NULL,NULL,NULL
3875,Presentkort,22,presentkort,1,"Ett presentkort på mat kan vara den allra bästa presenten! Låt någon du tycker om få möjligheten att shoppa mat på nätet och sedan få det hemkört via vår leverans. Här finns presentkort på belopp upp till 1000kr.",,
3876,"Fransk Senapssås",200,fransk-senapssas,1,NULL,NULL,NULL
3877,Laxbollar,1796,laxbollar,1,"Lyxiga laxbullar i smakrik hummersås, något att riktigt längta efter! En bra fiskprodukt att ha där hemma då det varken finns tid eller inspiration till att göra andra underverk i köket. Välj någon av våra produkter här på sidan.",,
3878,"Vitpeppar Hel",2595,vitpeppar-hel,1,,,
3879,"Chokladkaka Mörk",250,chokladkaka-mork,1,,,
3880,Sharon,74,sharon,1,,,
3881,Hundbajspåse,5103,hundpase,1,,,
3883,Chiliflakes,1276,chiliflakes,1,,,
3884,Lammracks,82,lammracks,1,,,
3885,Lammfilé,82,lammfile,1,,,
3887,Silverlök,168,silverlok,1,,,
3888,Dressingmix,105,dressingmix,1,NULL,NULL,NULL
3889,"Äpple Crisp Pink",163,apple-crisp-pink,1,,,
3890,"Päron Williams",71,paron-williams,1,,,
3892,Blåmögelost,3062,blamogelost,1,,,
3893,Vitmögelost,3062,vitmogelost,1,,,
3895,"Pizza Salami",70,pizza-salami,1,,,
3896,Lammskav,82,lammskav,1,NULL,NULL,NULL
3897,Sesampasta,1082,sesampasta,1,,,
3898,"Pizza Hawaii",70,pizza-hawaii,1,NULL,NULL,NULL
